0.0	31080966.64	51300680.54000001
0.0	31080966.64	51300680.54000001
0.0	31080966.64	51300680.54000001
0.0	31080966.64	51300680.54000001
0.0	31080966.64	51300680.54000001
0.0	31080966.64	51300680.54000001
0.0	31077580.09	51300680.44
0.0	31080966.64	51300680.54000001
0.0	31077580.09	51300680.44
0.0	31077580.09	51300680.44
0.0	31077580.09	51300680.44
0.0	30686219.44	51300680.29
0.0	26850441.83	51300680.41
12904515.54	68880060.36	3451.0
12904515.54	68880063.41	3451.0
12949375.2	65208215.88	3451.0
13190125.3	49865106.54	3451.0
13126034.96	53700884.2	3451.0
13063842.99	57536661.56	3451.0
4572748.8	0.0	51300680.52
13006321.78	61372438.63	3451.0
13321950.04	42193551.43	3451.0
13254946.42	46029329.1	3451.0
13748664.88	26850441.97	3451.0
13629524.22	30686219.26	3451.0
13514870.97	34521996.86	3451.0
14024299.4	19178887.37	3451.0
13872805.03	23014664.51	3451.0
13403698.12	38357774.26	3451.0
14204616.84	15343109.6	3451.0
14389895.48	11507332.36	3451.0
15393713.25	3835777.44	3451.0
14587055.22	7671554.73	3451.0
3456802.59	15343109.51	51300680.62
0.0	28272763.04	56430403.419999994
0.0	28272763.04	56430403.419999994
0.0	28272763.04	56430403.419999994
0.0	28272763.04	56430403.419999994
0.0	28272763.04	56430403.419999994
0.0	28272763.04	56430403.419999994
0.0	28272763.04	56430403.419999994
0.0	28272763.04	56430403.419999994
0.0	28272763.04	56430403.419999994
0.0	28297435.99	56430403.26
3321038.88	23014664.39	51300680.72
0.0	28272763.04	56430403.419999994
0.0	28272763.04	56430403.419999994
0.0	26850441.93	56430403.64
0.0	70133387.71	5133173.949999999
0.0	69043993.21	5133173.9399999995
3771865.1	3835777.69	51300680.559999995
3387968.57	19178886.79	51300680.699999996
3815168.89	0.0	56430403.349999994
3531756.66	11507332.24	51300680.36
0.0	25187955.19	61560126.56999999
0.0	25187955.19	61560126.56999999
0.0	25187955.19	61560126.56999999
0.0	25187955.19	61560126.56999999
0.0	25187955.19	61560126.56999999
0.0	25187955.19	61560126.56999999
0.0	23014664.5	56430403.550000004
0.0	25187955.19	61560126.56999999
0.0	25187955.19	61560126.56999999
0.0	25187955.19	61560126.56999999
0.0	25187955.19	61560126.56999999
0.0	25187911.4	61560126.56999999
0.0	25187160.15	61560126.56999999
0.0	25187955.19	61560126.56999999
3648033.02	7671554.55	51300680.64
0.0	63568318.29	10262896.9
0.0	63537945.01	10262896.91
3725150.88	0.0	61560126.3
0.0	22386915.28	66689849.239999995
0.0	22386915.28	66689849.239999995
0.0	22386915.28	66689849.239999995
0.0	22386915.28	66689849.239999995
0.0	23014664.21	61560126.43
0.0	22386915.28	66689849.239999995
0.0	22386915.28	66689849.239999995
0.0	22386915.28	66689849.239999995
0.0	22386915.28	66689849.239999995
0.0	22386915.28	66689849.239999995
0.0	22386915.28	66689849.239999995
0.0	22386915.28	66689849.239999995
0.0	22386915.28	66689849.239999995
0.0	22386915.28	66689849.239999995
3794006.94	38357774.11	5133173.659999999
0.0	60363174.4	15392619.89
0.0	60363174.4	15392619.89
3684712.6	3835777.37	56430403.4
3708216.18	42193551.52	5133173.97
3497607.36	53700883.81	5133173.96
3639467.62	0.0	66689849.519999996
0.0	19010245.41	71819572.15
0.0	19010245.41	71819572.15
0.0	19010245.41	71819572.15
0.0	19010245.41	71819572.15
0.0	22386915.28	66689849.239999995
3633724.36	46029328.99	5133174.1
0.0	19010245.41	71819572.15
0.0	19010245.41	71819572.15
0.0	19010245.41	71819572.15
0.0	19010245.41	71819572.15
0.0	19010245.41	71819572.15
0.0	19010245.41	71819572.15
0.0	19010245.41	71819572.15
0.0	19010245.41	71819572.15
4583677.69	34521996.77	5133173.86
0.0	19010245.41	71819572.15
3340700.2	19178887.3	56430403.39
3478104.17	11507332.43	56430403.339999996
3374463.94	61372438.92	5133173.88
0.0	55831337.79	20522342.84
3435795.63	57536661.28	5133173.89
0.0	55845978.08	20522342.84
3563550.74	49865106.06	5133173.7299999995
7797685.55	19178887.29	5133173.899999999
0.0	15631682.14	76949295.12
0.0	15631682.14	76949295.12
0.0	15631682.14	76949295.12
0.0	19010245.41	71819572.15
0.0	15631682.14	76949295.12
0.0	15631682.14	76949295.12
0.0	15631682.14	76949295.12
0.0	15631682.14	76949295.12
0.0	15631682.14	76949295.12
0.0	15631682.14	76949295.12
0.0	15631682.14	76949295.12
0.0	15631682.14	76949295.12
0.0	15631682.14	76949295.12
3555477.4	0.0	71819572.09
0.0	15631682.14	76949295.12
3320113.27	65208216.1	5133174.100000001
0.0	19178886.73	61560126.58
3408379.95	15343109.33	56430403.4
8351110.62	15343109.76	5133173.97
0.0	61372438.58	10262896.97
3563727.86	7671554.73	56430403.41
0.0	51762414.88	25652065.73
0.0	51762414.88	25652065.73
0.0	13027265.8	82079018.16
0.0	13027265.8	82079018.16
0.0	13027265.8	82079018.16
0.0	15631682.14	76949295.12
0.0	13027265.8	82079018.16
0.0	13027265.8	82079018.16
0.0	13027265.8	82079018.16
0.0	13027265.8	82079018.16
0.0	13027265.8	82079018.16
0.0	13027265.8	82079018.16
0.0	13027265.8	82079018.16
0.0	13027265.8	82079018.16
0.0	13027265.8	82079018.16
0.0	13027265.8	82079018.16
0.0	19178887.37	66689849.4
0.0	63558231.07	10262896.899999999
